Applicant ID,Loan Type,Gender,Marital Status,Accomodation Type,No of years in the current address,No. of Years in the current job,Monthly Salary,Balance in Savings Account,Loan Amount Requested,Term,Down Payment ,EMI Affordable 
2086,Home Loan,Male,Single,Rented,4,10,50000,18688,800000,180,200000,12313
2087,Home Loan,Male,Married,Family Other,25,20,42000,10856,800000,180,700000,15000
2088,Home Loan,Male,Married,Family Other,20,25,15000,2500,500000,180,200000,14000
2089,Home Loan,Male,Married,Rented,30,15,25000,6000,800000,180,400000,13000
2090,Home Loan,Male,Married,Rented,10,10,17000,1907,100000,180,400000,100000
2091,Home Loan,Male,Married,Rented,3,3,40000,1000,800000,180,450000,15000
2092,Home Loan,Male,Married,Family Other,16,18,30000,28030,800000,180,400000,25000
2093,Home Loan,Male,Married,Owned,10,15,50000,5000,500000,84,9500000,15000
2094,Home Loan,Male,Married,Rented,1,10,30000,65000,600000,120,7900000,10500
2095,Home Loan,Male,Married,Family Other,6,6,15000,23186,300000,180,723000,18000
2096,Home Improvement,Male,Married,Owned,32,15,13000,0,200000,84,600000,5000
2097,Home Loan,Male,Married,Rented,1,8,50000,15000,800000,180,200000,15000
2098,Home Improvement,Male,Married,Owned,30,17,10000,1000,200000,84,1000000,5000
2099,Home Loan,Male,Single,Family Other,21,8,30000,3000,800000,180,300000,13000
2100,Home Loan,Female,Married,Rented,5,8,70000,27789,600000,180,400000,10000
2101,Home Improvement,Female,Married,Owned,23,20,10000,2500,100000,84,900000,4000
2102,Home Loan,Male,Married,Rented,9,10,24000,1013,800000,180,400000,15000
2103,Home Loan,Male,Married,Rented,5,10,15000,4045,775240,180,193810,11931
2104,Home Loan,Male,Married,Family Other,24,6,18000,1311,500000,180,600000,7696
2105,Home Loan,Male,Married,Family Other,10,15,15000,500,800000,180,200000,13000
2106,Home Improvement,Male,Married,Family Other,30,15,10000,35503,100000,84,50000,3000
2107,Home Improvement,Male,Married,Owned,11,15,16000,1502,300000,84,1200000,8000
2108,Home Loan,Male,Married,Family Other,27,4,12000,10097,700000,180,700000,10000
2109,Home Loan,Male,Married,Family Other,10,15,28000,0,600000,120,750000,10500
2110,Home Loan,Male,Married,Family Other,20,10,8000,6159,800000,180,300000,13000
2111,Home Loan,Male,Single,Rented,2,5,19500,1240,500000,180,300000,7696
2112,Home Loan,Male,Married,Rented,1,9,48000,55536,750000,144,750000,12240
2113,Home Loan,Male,Married,Family Other,1,10,24000,1591,400000,180,420000,7000
2114,Home Loan,Male,Married,Owned,30,10,20000,8653,800000,180,200000,13000
2115,Home Loan,Male,Married,Family Other,35,12,15000,2321,500000,180,625000,10000
2116,Home Loan,Male,Married,Rented,3,12,25000,5911,800000,180,200000,13000
2117,Home Loan,Female,Married,Rented,16,20,7500,3115,400000,180,1300000,7000
2118,Home Loan,Male,Married,Family Other,4,12,10500,500,400000,180,150000,8000
2119,Home Improvement,Male,Married,Family Other,32,10,10000,2500,100000,84,0,5000
2120,Home Improvement,Male,Married,Owned,35,30,9500,2500,100000,84,700000,2343
2121,Home Loan,Male,Married,Rented,5,20,25000,2400,800000,180,200000,13000
2122,Home Loan,Male,Married,Rented,6,14,40000,2634,800000,180,200000,12313
2123,Home Loan,Male,Married,Family Other,30,20,15000,1628,800000,180,540000,15000
2124,Home Loan,Male,Married,Rented,13,28,12500,1500,150000,180,3350000,2309
2125,Home Loan,Male,Married,Rented,5,30,5000,1000,300000,120,500000,4618
2126,Home Loan,Male,Married,Rented,12,25,16000,12042,500000,180,250000,7696
2127,Home Loan,Male,Married,Rented,3,19,35000,2951,800000,180,600000,13000
2128,Home Loan,Male,Married,Rented,10,15,4000,2000,600000,180,150000,10000
2129,Home Loan,Male,Married,Rented,5,16,40000,14342,800000,180,700000,12313
2130,Home Improvement,Male,Married,Owned,10,3,12500,1589,200000,84,50000,5500
2131,Home Loan,Male,Married,Rented,5,10,31000,48000,800000,180,1500000,18000
2132,Home Loan,Male,Married,Family Other,36,20,29000,6000,800000,180,200000,12313
2133,Home Loan,Female,Married,Family Other,8,4,5000,1499,300000,180,142794,4618
2134,Home Loan,Female,Others,Rented,22,20,9000,4022,400000,180,150000,6000
2135,Home Loan,Male,Married,Rented,1,10,19750,3401,300000,180,600000,4618
2136,Home Loan,Male,Married,Company Provided,25,20,24000,5719,600000,180,500000,9235
2137,Home Loan,Male,Married,Rented,1,10,29000,106320,800000,180,900000,12312
2138,Home Loan,Male,Married,Rented,2,35,26250,10000,500000,120,300000,8690
2139,Home Loan,Male,Married,Family Other,10,5,20000,85000,800000,180,300000,13000
2140,Home Loan,Female,Married,Rented,0,5,30000,12618,800000,120,1200000,13904
2141,Home Loan,Male,Married,Rented,3,0,24600,20000,600000,180,250000,8000
2142,Home Loan,Male,Married,Rented,0,18,30500,51345,800000,180,200000,13000
2143,Home Loan,Male,Married,Family Other,24,30,23300,134517,500000,108,300000,10000
2144,Home Loan,Male,Married,Rented,5,10,25000,11000,700000,180,500000,12000
2145,Home Loan,Male,Married,Rented,10,10,12500,1000,550000,180,450000,8465
2146,Home Loan,Male,Married,Rented,4,15,38900,44160,800000,180,230000,12313
2147,Home Improvement,Male,Married,Owned,20,25,10000,1000,250000,84,50000,5000
2148,Home Loan,Male,Married,Rented,22,0,19500,1044,600000,180,650000,9235
2149,Home Loan,Male,Married,Rented,22,30,40100,4651,800000,180,1450000,12313
2150,Home Loan,Male,Single,Rented,7,7,21500,4584,600000,180,400000,9235
2151,Home Loan,Male,Married,Rented,2,6,25000,10000,1000000,180,1300000,16000
2152,Home Loan,Male,Married,Rented,5,18,46300,1701,800000,180,200000,16000
2153,Home Loan,Male,Married,Family Other,8,7,18000,50955,400000,180,700000,6157
2154,Home Loan,Male,Married,Rented,3,16,20500,13484,800000,180,200000,12313
2155,Home Improvement,Male,Married,Family Other,30,24,16000,2661,300000,36,700000,8300
2156,Home Loan,Male,Married,Owned,1,17,40000,928,500000,180,100000,100000
2157,Home Loan,Male,Married,Family Other,20,20,15000,1075,300000,180,500000,5000
2158,Home Loan,Male,Married,Rented,30,15,15000,13806,500000,180,600000,8000
2159,Home Loan,Male,Married,Rented,13,16,40000,39624,700000,180,300000,15000
2160,Home Loan,Male,Married,Family Other,34,15,38400,4557,800000,180,200000,12313
2161,Home Loan,Male,Married,Rented,1,10,42000,10000,800000,180,200000,12313
2162,Home Loan,Male,Married,Family Other,2,23,29500,1000,800000,180,200000,12500
2163,Home Loan,Female,Married,Family Other,30,20,20000,14197,600000,60,700000,10000
2164,Home Loan,Male,Married,Family Other,16,9,18150,3484,500000,60,1200000,12500
2165,Home Improvement,Male,Married,Owned,6,20,11250,1000,300000,84,100000,10000
2166,Home Loan,Male,Married,Family Other,1,10,50000,2872,800000,180,200000,13000
2167,Home Loan,Male,Married,Family Other,25,7,40000,1500,800000,180,400000,15000
2168,Home Loan,Male,Married,Rented,10,9,15000,49578,300000,180,200000,5000
2169,Home Loan,Male,Married,Rented,8,12,43000,380,1000000,180,666000,15391
2170,Home Loan,Female,Married,Rented,18,11,12500,12099,800000,180,300000,13000
2171,Home Loan,Male,Married,Rented,20,0,38500,528,1000000,180,1000000,15391
2172,Home Loan,Male,Married,Rented,8,10,17000,7000,250000,180,550000,4000
2173,Home Improvement,Male,Married,Owned,30,10,52385,1032,300000,60,200000,9000
2174,Home Loan,Male,Married,Rented,10,25,30000,1781,700000,180,700000,10780
2175,Home Loan,Male,Single,Family Other,15,5,21000,25000,500000,180,300000,10000
2176,Home Improvement,Male,Married,Owned,9,20,40000,1162,300000,36,300000,12000
2177,Home Loan,Male,Married,Rented,10,5,25000,800,800000,180,200000,13000
2178,Home Loan,Male,Married,Owned,5,20,30000,2000,700000,180,300000,10773
2179,Home Improvement,Female,Married,Owned,6,10,5000,4307,200000,60,0,6000
2180,Home Loan,Male,Married,Owned,15,10,6250,3461,800000,180,3200000,12000
2181,Home Loan,Male,Married,Rented,6,18,35000,6092,800000,180,200000,13000
2182,Home Loan,Male,Married,Family Other,30,10,4000,14325,690000,84,115600,12000
2183,Home Improvement,Male,Married,Owned,15,10,16925,0,300000,84,326000,8000
2184,Home Loan,Male,Married,Rented,15,15,29000,8687,600000,180,1021000,9250
2185,Home Loan,Female,Married,Rented,5,15,38000,22515,1000000,180,1700000,15391
2186,Home Loan,Male,Married,Owned,5,18,66500,5000,700000,180,200000,10774
2187,Home Loan,Male,Married,Rented,3,10,18370,29773,500000,180,375000,7696
2188,Home Loan,Male,Married,Rented,20,20,30000,1749,800000,180,400000,13000
2189,Home Loan,Female,Married,Family Other,15,10,17000,363,800000,180,745000,13000
2190,Home Loan,Male,Married,Rented,20,15,10000,1347,800000,180,1000000,13000
2191,Home Loan,Male,Married,Family Other,30,15,17000,1668,800000,180,200000,13000
2192,Home Loan,Male,Married,Family Other,36,14,30000,2557,800000,180,400000,15000
2193,Home Loan,Male,Married,Family Other,8,35,20000,7400,500000,60,200000,12500
2194,Home Loan,Male,Married,Family Other,8,8,20000,78195,800000,180,800000,12350
2195,Home Loan,Male,Married,Owned,4,25,41000,29909,800000,120,700000,18000
2196,Home Loan,Male,Married,Family Other,12,17,29000,647710,800000,180,1600000,13000
2197,Home Loan,Male,Married,Owned,35,15,20000,3430,200000,180,800000,6000
2198,Home Loan,Male,Married,Family Other,20,30,20000,4120,800000,180,200000,12350
2199,Home Loan,Male,Married,Family Other,5,25,45375,7552,800000,180,300000,13000
2200,Home Loan,Male,Married,Rented,1,10,47000,62757,800000,180,1600000,12313
2201,Home Loan,Male,Married,Rented,1,24,30000,25291,800000,180,650000,12313
2202,Home Loan,Male,Married,Owned,1,15,45500,1352,540000,60,60000,13421
2203,Home Loan,Male,Single,Family Other,8,8,35000,96915,800000,180,500000,13000
2204,Home Loan,Male,Married,Rented,2,10,42000,11277,800000,180,200000,13000
2205,Home Loan,Male,Married,Family Other,6,12,20000,25338,1000000,180,600000,17000
2206,Home Loan,Male,Married,Family Other,5,10,28600,2000,300000,180,500000,6000
2207,Home Loan,Male,Married,Family Other,12,22,25000,10478,800000,180,400000,13000
2208,Home Loan,Male,Married,Owned,4,12,23000,7000,250000,180,0,3850
2209,Home Loan,Male,Married,Family Other,10,5,25000,10429,800000,180,400000,15000
2210,Home Loan,Male,Married,Rented,8,15,50000,214565,800000,120,900000,13904
2211,Home Loan,Male,Married,Family Other,20,8,30000,48282,1000000,120,700000,15391
2212,Home Loan,Male,Married,Rented,4,10,18000,1000,600000,180,200000,9250
2213,Home Loan,Male,Married,Family Other,17,24,8000,4724,800000,180,600000,13000
2214,Home Loan,Male,Married,Family Other,18,15,51000,0,1000000,180,250000,15391
2215,Home Loan,Male,Married,Family Other,15,9,30000,1000,800000,180,400000,13000
2216,Home Improvement,Male,Married,Owned,6,20,20000,1001,269600,84,730400,6316
2217,Home Loan,Male,Married,Owned,5,12,20000,12000,800000,180,200000,15000
2218,Home Loan,Male,Married,Family Other,10,11,35500,258183,1000000,180,400000,16000
2219,Home Loan,Male,Married,Rented,5,12,26500,8769,750000,180,250000,11543
2220,Home Loan,Male,Married,Rented,18,12,68200,7303,800000,180,100000,12313
2221,Home Loan,Male,Married,Family Other,15,15,15000,65000,1000000,180,500000,16000
2222,Home Loan,Male,Single,Rented,20,10,32150,10000,400000,180,1100000,8000
2223,Home Loan,Male,Married,Owned,1,10,36500,13750,800000,180,270600,12313
2224,Home Loan,Male,Single,Rented,10,5,46125,26,1000000,180,400000,20000
2225,Home Loan,Male,Married,Family Other,40,30,50000,33252,1000000,180,2700000,20000
2226,Home Loan,Male,Married,Family Other,7,20,10000,0,500000,180,300000,7000
2227,Home Loan,Male,Single,Rented,9,9,21000,10265,550000,180,150000,8465
2228,Home Loan,Male,Married,Family Other,10,8,37000,11000,1000000,180,400000,15391
2229,Home Loan,Male,Married,Family Other,10,16,17500,1000,500000,180,800000,6500
2230,Home Loan,Male,Married,Family Other,9,25,15000,1100,500000,180,800000,8000
2231,Home Loan,Female,Married,Family Other,3,20,6000,1000,500000,180,700000,8000
2232,Home Loan,Male,Married,Family Other,8,0,25000,4063,600000,180,500000,10000
2233,Home Loan,Male,Married,Family Other,12,16,20000,1000,500000,180,1500000,7695
2234,Home Loan,Male,Single,Rented,8,6,75000,15000,750000,180,100000,11543
2235,Home Loan,Male,Married,Owned,25,10,20000,219,500000,180,500000,9000
2236,Home Loan,Male,Married,Owned,10,8,20000,25000,500000,180,500000,8000
2237,Home Loan,Male,Married,Company Provided,25,8,34940,15298,1000000,180,700000,15391
2238,Home Loan,Male,Married,Rented,5,8,15000,15717,1000000,180,700000,16000
2239,Home Loan,Male,Married,Family Other,1,18,30000,4489,500000,120,300000,9000
2240,Home Loan,Male,Married,Family Other,25,5,30000,1500,500000,180,500000,12000
2241,Home Loan,Male,Married,Rented,5,15,39750,6505,800000,180,200000,12313
2242,Home Loan,Male,Married,Rented,14,15,5000,1165,1000000,180,300000,16000
2243,Home Loan,Male,Married,Family Other,15,19,20000,7923,400000,180,600000,7000
2244,Home Loan,Male,Married,Family Other,5,10,28400,25493,800000,180,720000,12313
2245,Home Loan,Male,Married,Owned,10,2,10000,69084,500000,60,300000,15000
2246,Home Loan,Male,Married,Family Other,20,15,15000,1525,1000000,180,1000000,16000
2247,Home Loan,Male,Married,Family Other,20,18,30000,1129,600000,60,800000,15000
2248,Home Loan,Male,Married,Rented,6,10,25000,11819,800000,180,200000,20000
2249,Home Loan,Male,Married,Family Other,16,14,25000,2000,600000,180,300000,10000
2250,Home Loan,Male,Married,Family Other,26,4,22000,45617,1000000,180,300000,15391
2251,Home Loan,Male,Married,Rented,8,3,27000,10098,1000000,180,500000,15391
2252,Home Loan,Male,Married,Family Other,20,20,48960,20699,1000000,180,3498000,15391
2253,Home Loan,Male,Married,Rented,1,15,27500,20596,800000,180,200000,15000
2254,Home Improvement,Male,Married,Owned,36,30,12000,100,100000,60,230000,10000
2255,Home Loan,Female,Married,Family Other,20,17,27500,170484,950000,180,250000,14621
2256,Home Loan,Male,Married,Owned,6,29,25000,1000,1000000,144,600000,18000
2257,Home Loan,Male,Married,Family Other,6,17,15000,115200,1000000,180,1400000,16000
2258,Home Loan,Male,Married,Family Other,10,10,25000,10000,1000000,180,800000,16000
2259,Home Loan,Male,Married,Family Other,40,40,40000,19094,1000000,180,1000000,20000
2260,Home Loan,Male,Single,Rented,8,5,10000,1000,1000000,180,500000,16000
2261,Home Loan,Male,Married,Rented,2,5,29000,107107,500000,180,748000,7696
2262,Home Loan,Male,Married,Family Other,5,10,54000,426170,1000000,180,0,16000
2263,Home Loan,Male,Married,Family Other,20,20,20000,2500,800000,180,400000,7000
2264,Home Loan,Male,Single,Family Other,12,15,25500,27151,1000000,180,400000,16000
2265,Home Loan,Male,Single,Family Other,10,10,25000,34674,1000000,180,300000,16000
2266,Home Loan,Male,Married,Family Other,3,15,47375,27233,1000000,180,200000,16000
2267,Home Loan,Male,Married,Family Other,10,11,40000,11991,800000,180,400000,14000
2268,Home Loan,Male,Married,Rented,1,35,17000,5000,400000,120,300000,8000
2269,Home Loan,Male,Married,Rented,25,10,41500,5000,1000000,180,255000,15391
2270,Home Loan,Male,Married,Family Other,10,15,30000,100000,1000000,180,1000000,16000
2271,Home Loan,Male,Married,Family Other,8,14,40000,4032,500000,120,300000,12000
2272,Home Loan,Male,Married,Family Other,7,12,23673,5000,700000,180,300000,12000
2273,Home Loan,Male,Married,Family Other,5,7,23000,7628,1000000,180,800000,16000
2274,Home Loan,Male,Married,Rented,2,16,144000,57644,850000,180,250000,13082
2275,Home Loan,Male,Single,Rented,15,5,24500,1093,587400,180,162600,9041
2276,Home Loan,Male,Married,Family Other,6,20,15000,1000,800000,180,600000,15000
2277,Home Loan,Male,Married,Owned,2,28,40000,11409,1000000,180,500000,16000
2278,Home Loan,Male,Married,Rented,5,15,38000,35000,1000000,180,200000,16000
2279,Home Loan,Male,Married,Family Other,30,20,60500,54500,1000000,180,250000,15391
2280,Home Loan,Male,Married,Family Other,8,10,10000,43317,1000000,180,500000,16000
2281,Home Loan,Male,Married,Rented,6,20,23611,4792,400000,180,100000,6157
2282,Home Loan,Male,Married,Rented,20,15,20000,53947,400000,180,100000,7000
2283,Home Loan,Male,Married,Family Other,4,13,60200,95497,1000000,180,700000,18000
2284,Home Loan,Male,Married,Rented,5,18,34000,1075,450000,180,850000,6926
2285,Home Loan,Male,Married,Family Other,6,7,24000,32254,420000,180,280000,6464
2286,Home Loan,Male,Married,Family Other,10,5,28000,197502,1000000,180,500000,180
2287,Home Loan,Male,Married,Family Other,8,10,10000,403,500000,180,700000,10000
2288,Home Loan,Male,Single,Rented,8,4,21750,107315,1000000,180,500000,15391
2289,Home Improvement,Male,Married,Rented,3,5,33746,2492,500000,84,200000,12000
2290,Home Loan,Male,Married,Rented,4,14,60000,80481,1000000,180,850000,17000
2291,Home Loan,Male,Married,Owned,20,5,26200,11989,300000,180,900000,5000
2292,Home Loan,Male,Single,Family Other,6,5,25000,2700,400000,180,600000,6000
2293,Home Loan,Male,Married,Family Other,10,5,35000,205000,1000000,180,1500000,17000
2294,Home Loan,Male,Married,Rented,5,5,15000,1000,1000000,180,500000,17000
2295,Home Loan,Male,Married,Family Other,20,25,40000,16287,960000,180,290000,14775
2296,Home Loan,Male,Married,Owned,13,14,30000,17476,1000000,180,914500,17000
2297,Home Loan,Male,Married,Family Other,25,12,35000,25154,1000000,180,250000,15391
2298,Home Improvement,Female,Married,Family Other,7,20,18000,0,700000,120,150000,11000
2299,Home Loan,Male,Married,Family Other,8,10,50000,65961,1000000,180,200000,15391
2300,Home Loan,Male,Married,Family Other,10,8,22000,26734,500000,120,200000,8690
2301,Home Loan,Male,Married,Rented,1,8,51000,8660,800000,180,300000,12313
2302,Home Loan,Male,Married,Family Other,3,7,30000,66770,1000000,180,250000,17000
2303,Home Loan,Female,Others,Rented,3,5,22250,39000,500000,180,700000,10000
2304,Home Loan,Male,Married,Family Other,4,10,39250,5000,800000,180,200000,15000
2305,Home Loan,Male,Married,Family Other,4,15,20000,26992,1000000,180,1000000,16000
2306,Home Loan,Male,Married,Family Other,2,20,64620,59363,900000,180,100000,13000
2307,Home Loan,Female,Married,Family Other,25,12,50000,0,1000000,180,400000,18000
2308,Home Improvement,Male,Married,Owned,1,10,50000,40000,500000,84,200000,15000
2309,Home Loan,Female,Others,Family Other,7,10,40000,2000,800000,180,300000,15000
2310,Home Loan,Male,Married,Family Other,20,15,20500,2000,1000000,180,600000,16000
2311,Home Loan,Male,Married,Rented,10,15,33060,1000,800000,180,450000,13000
2312,Home Loan,Female,Married,Rented,1,11,50000,608799,1000000,180,1560800,15391
2313,Home Loan,Male,Married,Family Other,28,15,51000,2500,1000000,180,250000,16000
2314,Home Loan,Male,Married,Family Other,10,7,40000,1243,1000000,180,250000,16000
2315,Home Loan,Male,Married,Rented,8,25,44000,19744,1000000,180,1500000,16000
2316,Home Loan,Male,Single,Family Other,35,16,34500,2996,900000,120,350000,15642
2317,Home Loan,Male,Married,Rented,10,10,25000,296,1000000,180,500000,15391
2318,Home Loan,Male,Married,Rented,10,30,23000,1077,400000,60,200000,12000
2319,Home Loan,Male,Married,Rented,7,20,118000,3032,1000000,180,500000,16000
2320,Home Loan,Male,Married,Family Other,15,25,15500,34000,800000,180,1200000,13000
2321,Home Loan,Male,Single,Rented,10,5,26000,10000,1000000,180,250000,16000
2322,Home Loan,Male,Married,Family Other,7,20,40000,211510,1000000,180,300000,16000
2323,Home Loan,Male,Married,Family Other,20,10,60000,25000,1000000,180,400000,16000
2324,Home Loan,Male,Married,Family Other,7,27,15000,10502,300000,180,1000000,16000
2325,Home Improvement,Male,Married,Owned,48,16,18000,16865,300000,60,200000,20000
2326,Home Loan,Male,Married,Rented,10,17,15600,2867,600000,180,350000,14690
2327,Home Improvement,Male,Married,Owned,38,38,14600,5554,300000,60,150000,12000
2328,Home Improvement,Male,Married,Owned,10,23,6000,426,300000,60,100000,15000
2329,Home Improvement,Male,Married,Owned,14,26,24185,14320,300000,60,100000,13000
2330,Home Loan,Male,Married,Family Other,6,8,19700,8144,600000,180,650000,18000
2331,Home Loan,Male,Married,Family Other,20,20,12750,4684,400000,120,120000,8000
2332,Home Loan,Male,Single,Rented,8,14,43800,33375,800000,120,200000,25000
2333,Home Loan,Male,Married,Family Other,30,0,209300,25801,1000000,180,260000,15391
2334,Home Loan,Male,Married,Family Other,30,8,25000,10773,800000,180,490000,14000
2335,Home Loan,Male,Married,Rented,1,8,66600,16810,800000,180,480000,12313
2336,Home Improvement,Male,Married,Owned,7,15,27712,2053,400000,84,400000,14000
2337,Home Loan,Male,Married,Rented,1,14,32549,1424,1000000,180,280000,15391
2338,Home Improvement,Male,Married,Owned,28,25,16300,10500,400000,84,200000,10000
2339,Home Loan,Male,Married,Rented,8,12,38500,982,800000,180,325000,32750
2340,Home Loan,Male,Married,Owned,1,8,77800,15090,220000,84,130000,6000
2341,Home Loan,Male,Single,Rented,4,15,25700,5018,700000,180,262000,11273
2342,Home Loan,Male,Married,Family Other,15,10,40900,4748,1000000,180,600000,30000
2343,Home Improvement,Male,Married,Owned,5,20,19374,1720,200000,84,320000,4686
2344,Home Loan,Male,Married,Rented,15,25,41000,480397,650000,120,210000,20000
2345,Home Loan,Male,Married,Family Other,31,15,50073,3357,1000000,180,1042000,30000
2346,Home Loan,Male,Married,Family Other,5,16,60000,40000,540000,120,110000,20000
2347,Home Loan,Male,Single,Family Other,1,10,36040,23669,800000,180,620000,25000
2348,Home Improvement,Male,Married,Family Other,15,10,10740,3578,300000,60,50000,10000
2349,Home Loan,Male,Married,Rented,12,20,45000,1168750,1000000,180,1300000,25000
2350,Home Loan,Male,Married,Rented,32,10,19900,3815,500000,180,500000,20000
2351,Home Loan,Male,Married,Family Other,15,25,91000,635619,1000000,180,210000,25000
2352,Home Loan,Male,Married,Rented,1,10,176000,13,1000000,180,545000,20000
2353,Home Loan,Male,Married,Family Other,24,6,8000,4042,800000,180,280000,18000
2354,Home Loan,Female,Married,Family Other,25,9,27000,1271,1000000,180,1310000,22000
2355,Home Loan,Male,Married,Family Other,4,8,113600,80000,1000000,120,1300000,17380
2356,Home Loan,Male,Married,Family Other,2,18,42775,1553819,1000000,180,500000,15391
2357,Home Loan,Male,Married,Rented,1,14,33000,2263,800000,180,260000,16000
2358,Home Improvement,Male,Married,Rented,4,18,30000,7721,500000,84,250000,15000
2359,Home Loan,Female,Married,Rented,1,20,50000,32000,1000000,180,600000,30000
2360,Home Improvement,Male,Married,Family Other,38,11,29750,3655,500000,84,194400,15000
2361,Home Loan,Male,Married,Rented,6,10,56200,16248,1000000,180,300000,25000
2362,Home Loan,Male,Married,Family Other,20,5,58000,123151,1000000,180,280000,25000
2363,Home Loan,Male,Married,Rented,2,10,85150,401,700000,180,850000,20000
2364,Home Loan,Male,Single,Rented,18,15,33600,4830,1000000,180,340000,20000
2365,Home Loan,Male,Married,Rented,10,10,30000,21610,600000,120,142000,14000
2366,Home Loan,Male,Married,Family Other,15,18,29800,10993,940000,156,162500,25000
2367,Home Loan,Male,Married,Rented,1,10,25450,2485,800000,180,480000,18000
2368,Home Loan,Male,Married,Owned,1,5,34100,1807,800000,120,200000,13904
2369,Home Loan,Male,Married,Rented,2,18,32930,112052,560000,180,240000,8619
2370,Home Loan,Male,Married,Rented,8,13,14545,181992,1000000,180,300000,20000
2371,Home Loan,Male,Married,Owned,1,8,15300,2671,490000,120,130000,20000
2372,Home Loan,Male,Married,Family Other,20,12,50000,8975,900000,120,250000,18000
2373,Home Loan,Male,Married,Family Other,30,25,50177,0,1000000,180,650000,15391
2374,Home Loan,Male,Married,Rented,15,8,30000,8665,800000,180,127000,14000
2375,Home Improvement,Male,Married,Owned,28,7,30000,28595,250000,84,100000,6500
2376,Home Loan,Female,Married,Family Other,30,12,94000,2449,1000000,180,500000,20000
2377,Home Loan,Female,Married,Rented,2,4,50000,16800,800000,180,250000,15000
2378,Home Loan,Male,Married,Family Other,5,20,100000,1,1000000,180,260000,20000
2379,Home Loan,Male,Married,Rented,5,20,54650,75244,1000000,180,875000,15391
2380,Home Improvement,Male,Married,Owned,17,12,30000,10383,500000,84,150000,18000
2381,Home Improvement,Male,Married,Owned,6,15,30430,25376,500000,84,201000,11713
2382,Home Improvement,Male,Married,Owned,8,17,30000,1030,500000,84,250000,14000
2383,Home Loan,Male,Married,Rented,5,5,29650,33922,700000,120,350000,12613
2384,Home Loan,Male,Married,Rented,1,10,32500,2027,1000000,180,310000,20000
2385,Home Loan,Male,Married,Rented,1,16,35000,1988,1000000,120,550000,20000
2386,Home Loan,Male,Married,Rented,2,15,337500,12,1000000,120,700000,30000
2387,Home Loan,Male,Married,Rented,1,8,35750,983,650000,180,200000,10004
2388,Home Loan,Male,Married,Rented,15,3,40000,402,1000000,120,370000,25000
2389,Home Loan,Male,Married,Family Other,27,17,40000,5484,800000,180,250000,15000
2390,Home Loan,Male,Married,Rented,6,25,42100,601447,1000000,180,650000,25000
2391,Home Loan,Male,Married,Rented,1,11,30000,80860,1000000,180,600000,25000
2392,Home Loan,Male,Married,Rented,3,18,32000,20133,1000000,180,300000,15391
2393,Home Loan,Male,Married,Rented,2,14,80000,4468,1000000,120,750000,30000
2394,Home Loan,Male,Married,Family Other,10,10,30000,326536,1000000,180,280000,20000
2395,Home Loan,Male,Married,Rented,1,14,43700,3028,1000000,180,330000,25000
2396,Home Improvement,Male,Married,Owned,12,12,13500,2259,400000,84,100000,11000
2397,Home Loan,Male,Married,Family Other,20,12,18500,153995,1000000,180,330000,25000
2398,Home Loan,Male,Married,Rented,1,12,40000,477841,1000000,180,480000,25000
2399,Home Loan,Female,Married,Family Other,18,10,34400,7762,1000000,180,600000,15391
2400,Home Loan,Male,Married,Family Other,22,10,37000,60237,600000,180,250000,9235
2401,Home Loan,Male,Married,Rented,1,10,24000,15701,800000,180,650000,20000
2402,Home Loan,Male,Married,Rented,2,15,35000,35111,1000000,180,250000,20000
2403,Home Improvement,Male,Married,Family Other,8,26,23600,25692,500000,84,177000,20000
2404,Home Improvement,Male,Married,Rented,10,10,35000,2128,500000,84,74000,15000
2405,Home Improvement,Male,Married,Rented,5,12,21200,60000,400000,84,245000,9371
2406,Home Loan,Female,Married,Rented,2,8,45000,14670,1000000,180,260000,20000
2407,Home Loan,Male,Married,Rented,3,8,40000,44061,1000000,180,330000,20000
2408,Home Improvement,Male,Married,Owned,1,20,21000,3621,500000,84,211500,15000
2409,Home Improvement,Female,Others,Family Other,12,7,7500,1569,250000,84,100000,8000
2410,Home Loan,Male,Married,Family Other,2,10,33333,66000,600000,180,210000,20000
2411,Home Loan,Male,Married,Rented,2,7,32802,4095,600000,180,160000,20000
2412,Home Loan,Male,Married,Rented,4,12,48500,35146,680000,120,245000,11819
2413,Home Loan,Male,Married,Rented,4,12,32091,10962,525000,180,113300,8455
2414,Home Improvement,Male,Married,Owned,36,10,34000,25402,500000,84,211500,15000
2415,Home Loan,Male,Married,Family Other,8,15,30700,10303,1000000,180,335000,25000
2416,Home Improvement,Male,Married,Rented,2,15,25000,80044,500000,84,200000,15000
2417,Home Loan,Male,Married,Rented,2,6,40000,61081,1000000,180,260000,18000
2418,Home Loan,Male,Married,Family Other,1,10,27550,53449,400000,120,150000,6952
2419,Home Loan,Male,Married,Rented,2,12,50000,50000,500000,120,125000,20000
2420,Home Loan,Male,Married,Family Other,32,9,49900,1186,800000,180,700000,20000
2421,Home Loan,Male,Married,Rented,5,11,25900,126943,800000,180,750000,12313
2422,Home Loan,Male,Married,Rented,10,11,29641,367880,800000,180,200000,12313
2423,Home Loan,Male,Married,Rented,3,8,35000,84957,1000000,180,550000,25000
2424,Home Loan,Male,Married,Rented,4,10,45000,1346,1000000,180,350000,20000
2425,Home Loan,Male,Married,Rented,1,6,26370,30804,600000,180,250000,15000
